date,item,Price,item_count
2023-04-27,Special_3_B,10.54,6
2023-04-27,Special_3_A,5.67,10
2023-04-27,Soup,9.36,11
2023-04-27,Pasta,5.98,17
2023-04-27,Special_4_A,9.06,16
2023-04-27,Special_4_B,10.33,12
2023-04-27,Salad,6.09,8
2023-04-27,Pizza,9.48,8
2023-04-27,Salad,6.11,9
2023-04-27,Sushi,13.81,17
2023-04-27,Taco,5.85,9
2023-04-27,Sandwich,12.15,13
2023-04-27,Juice,8.78,10
2023-04-27,Soup,4.32,16
2023-04-27,Special_5_A,16.87,10
2023-04-27,Pasta,5.15,10
2023-04-27,Special_5_B,2.97,18
2023-04-27,Salad,5.44,8
2023-04-27,Special_6_B,12.26,13
2023-04-27,Taco,10.57,16
2023-04-27,Sushi,3.4,13
2023-04-27,Juice,7.15,11
2023-04-27,Special_6_A,9.36,12
2023-04-28,Special_1_A,10.38,8
2023-04-28,Pasta,8.53,13
2023-04-28,Juice,7.75,15
2023-04-28,Soup,12.53,15
2023-04-28,Sushi,8.89,13
2023-04-28,Burger,7.56,15
2023-04-28,Sandwich,9.8,17
2023-04-28,Special_1_B,8.32,9
2023-04-28,Taco,10.2,18
2023-04-28,Special_2_A,7.49,18
2023-04-28,Soup,9.57,11
2023-04-28,Pizza,9.74,20
2023-04-28,Juice,7.48,17
2023-04-28,Burger,6.5,11
2023-04-28,Taco,9.17,21
2023-04-28,Sushi,8.5,7
2023-04-28,Special_3_B,9.95,5
2023-04-28,Coffee,9.66,11
2023-04-28,Juice,8.13,9
2023-04-28,Special_4_B,9.16,23
2023-04-28,Taco,2.56,14
2023-04-28,Soup,10.77,9
2023-04-28,Salad,5.49,15
2023-04-28,Sandwich,3.76,9
2023-04-28,Special_4_A,8.23,20
2023-04-28,Pasta,5.92,21
2023-04-28,Pizza,8.95,14
2023-04-28,Sushi,7.32,6
2023-04-28,Juice,10.43,5
2023-04-28,Taco,6.34,8
2023-04-28,Burger,11.18,11
2023-04-28,Sushi,14.28,14
2023-04-28,Pasta,6.02,11
2023-04-28,Taco,11.46,13
2023-04-28,Sushi,3.47,17
2023-04-28,Special_6_B,12.78,7
2023-04-29,Sushi,9.09,15
2023-04-29,Sandwich,11.21,22
2023-04-29,Pizza,6.89,15
2023-04-29,Pasta,7.85,14
2023-04-29,Special_1_A,7.84,16
2023-04-29,Burger,7.08,12
2023-04-29,Pasta,8.65,15
2023-04-29,Special_2_A,6.68,25
2023-04-29,Special_2_B,11.77,12
2023-04-29,Coffee,9.53,21
2023-04-29,Sandwich,9.33,13
2023-04-29,Taco,11.91,18
2023-04-29,Sushi,9.19,7
2023-04-29,Special_3_B,10.18,8
2023-04-29,Juice,9.25,6
2023-04-29,Pasta,5.79,18
2023-04-29,Salad,9.56,21
2023-04-29,Pizza,8.56,8
2023-04-29,Pasta,5.45,16
2023-04-29,Sandwich,4.27,13
2023-04-29,Sushi,9.31,7
2023-04-29,Juice,9.86,19
2023-04-29,Taco,5.76,16
2023-04-29,Sandwich,11.67,18
2023-04-29,Pasta,6.61,12
2023-04-29,Coffee,5.41,12
2023-04-29,Taco,10.47,21
2023-04-29,Special_6_A,10.04,12
2023-04-29,Coffee,11.28,6
2023-04-29,Pasta,5.68,6
2023-04-29,Sushi,3.65,20
2023-04-29,Salad,5.2,3
2023-04-29,Special_6_B,12.82,13
2023-04-29,Juice,7.66,13
2023-04-30,Special_1_B,8.35,14
2023-04-30,Pasta,8.36,20
2023-04-30,Juice,7.08,12
2023-04-30,Sushi,7.91,25
2023-04-30,Sandwich,10.69,15
2023-04-30,Pizza,5.76,16
2023-04-30,Special_1_A,9.45,18
2023-04-30,Soup,10.79,19
2023-04-30,Pizza,8.09,14
2023-04-30,Soup,7.36,17
2023-04-30,Sandwich,11.95,10
2023-04-30,Pasta,9.58,12
2023-04-30,Salad,9.5,8
2023-04-30,Special_2_B,10.82,12
2023-04-30,Juice,6.84,27
2023-04-30,Salad,10.57,17
2023-04-30,Pasta,6.25,23
2023-04-30,Soup,4.39,5
2023-04-30,Burger,5.32,14
2023-04-30,Special_3_B,9.43,4
2023-04-30,Sushi,10.8,6
2023-04-30,Special_3_A,6.05,20
2023-04-30,Coffee,13.46,8
2023-04-30,Juice,8.66,5
2023-04-30,Pasta,6.0,21
2023-04-30,Sandwich,3.75,13
2023-04-30,Sushi,8.8,12
2023-04-30,Soup,9.28,13
2023-04-30,Salad,5.83,8
2023-04-30,Special_4_A,8.95,17
2023-04-30,Special_5_A,18.59,11
2023-04-30,Sushi,12.51,18
2023-04-30,Soup,4.76,26
2023-04-30,Pasta,6.46,19
2023-04-30,Special_5_B,3.31,18
2023-04-30,Coffee,6.21,11
2023-04-30,Salad,5.32,7
2023-04-30,Special_6_B,12.61,19
2023-04-30,Sushi,3.46,23
2023-04-30,Pasta,5.89,10
2023-04-30,Pizza,10.43,6
2023-04-30,Special_6_A,9.5,13
2023-04-30,Taco,11.32,25
2023-04-30,Juice,6.23,19
2023-05-01,Sushi,7.55,15
2023-05-01,Burger,6.9,11
2023-05-01,Pizza,7.54,7
2023-05-01,Special_1_A,8.8,8
2023-05-01,Special_2_B,12.08,7
2023-05-01,Pasta,8.15,13
2023-05-01,Salad,11.03,6
2023-05-01,Sandwich,10.02,7
2023-05-01,Burger,6.12,13
2023-05-01,Soup,7.09,13
2023-05-01,Sushi,10.66,13
2023-05-01,Special_3_A,6.25,12
2023-05-01,Juice,9.18,8
2023-05-01,Soup,4.87,7
2023-05-01,Salad,9.1,13
2023-05-01,Burger,7.91,11
2023-05-01,Taco,9.0,12
2023-05-01,Coffee,10.17,8
2023-05-01,Pasta,7.0,8
2023-05-01,Pizza,8.59,12
2023-05-01,Salad,5.54,10
2023-05-01,Special_4_B,11.4,13
2023-05-01,Sushi,8.07,17
2023-05-01,Taco,2.19,7
2023-05-01,Pasta,5.43,12
2023-05-01,Soup,8.93,7
2023-05-01,Sandwich,4.22,14
2023-05-01,Special_4_A,8.28,14
2023-05-01,Sandwich,13.75,15
2023-05-01,Taco,5.58,10
2023-05-01,Pasta,6.79,13
2023-05-01,Soup,5.22,22
2023-05-01,Special_5_B,3.52,12
2023-05-01,Salad,6.02,6
2023-05-01,Special_5_A,15.64,7
2023-05-01,Pasta,5.56,12
2023-05-01,Pizza,13.76,5
2023-05-01,Taco,11.79,11
2023-05-01,Special_6_A,9.29,7
2023-05-01,Salad,5.19,6
2023-05-01,Special_6_B,10.83,16
2023-05-02,Sandwich,12.71,16
2023-05-02,Special_1_B,8.16,9
2023-05-02,Juice,7.53,5
2023-05-02,Soup,12.04,19
2023-05-02,Sushi,8.69,19
2023-05-02,Pizza,6.75,13
2023-05-02,Special_1_A,9.25,13
2023-05-02,Pasta,7.88,13
2023-05-02,Sandwich,10.27,8
2023-05-02,Special_2_A,6.86,14
2023-05-02,Pasta,9.79,10
2023-05-02,Soup,8.19,3
2023-05-02,Taco,13.13,12
2023-05-02,Pizza,8.57,16
2023-05-02,Special_3_A,5.85,7
2023-05-02,Burger,7.2,10
2023-05-02,Sushi,9.46,4
2023-05-02,Coffee,8.29,13
2023-05-02,Juice,8.42,11
2023-05-02,Special_3_B,7.92,2
2023-05-02,Soup,5.08,6
2023-05-02,Pasta,6.85,23
2023-05-02,Taco,8.18,19
2023-05-02,Pizza,7.79,9
2023-05-02,Sandwich,3.54,7
2023-05-02,Taco,2.06,10
2023-05-02,Sushi,9.48,13
2023-05-02,Soup,9.28,13
2023-05-02,Special_4_B,11.03,14
2023-05-02,Special_4_A,7.46,16
2023-05-02,Special_5_A,16.94,8
2023-05-02,Coffee,5.21,11
2023-05-02,Salad,5.27,12
2023-05-02,Burger,10.45,5
2023-05-02,Sushi,13.07,12
2023-05-02,Sandwich,12.91,9
2023-05-02,Coffee,9.81,6
2023-05-02,Taco,10.93,17
2023-05-02,Juice,7.17,10
2023-05-02,Salad,4.87,5
2023-05-03,Juice,7.96,7
2023-05-03,Sushi,8.13,18
2023-05-03,Special_1_A,9.45,12
2023-05-03,Pizza,6.33,8
2023-05-03,Special_1_B,8.18,5
2023-05-03,Soup,12.24,17
2023-05-03,Sandwich,11.76,13
2023-05-03,Sandwich,9.92,6
2023-05-03,Pasta,9.77,11
2023-05-03,Coffee,10.34,19
2023-05-03,Salad,9.47,3
2023-05-03,Special_2_A,6.28,18
2023-05-03,Juice,7.74,17
2023-05-03,Special_2_B,10.17,11
2023-05-03,Burger,5.44,11
2023-05-03,Soup,8.76,13
2023-05-03,Soup,4.62,7
2023-05-03,Salad,11.3,9
2023-05-03,Taco,8.97,17
2023-05-03,Special_3_A,5.32,16
2023-05-03,Coffee,10.74,10
2023-05-03,Sushi,10.12,8
2023-05-03,Special_3_B,9.34,4
2023-05-03,Sandwich,3.73,14
2023-05-03,Special_4_B,9.67,8
2023-05-03,Taco,2.28,11
2023-05-03,Special_4_A,8.58,18
2023-05-03,Pasta,6.1,19
2023-05-03,Salad,5.68,12
2023-05-03,Sushi,9.02,4
2023-05-03,Soup,5.42,14
2023-05-03,Taco,6.4,14
2023-05-03,Coffee,5.12,3
2023-05-03,Salad,5.34,9
2023-05-03,Special_5_A,17.2,5
2023-05-03,Special_5_B,3.27,7
2023-05-03,Juice,8.16,7
2023-05-03,Burger,12.89,13
2023-05-03,Sushi,13.76,15
2023-05-03,Special_6_A,8.49,6
2023-05-03,Sushi,4.07,8
2023-05-03,Special_6_B,11.68,11
2023-05-03,Juice,7.43,7
2023-05-03,Salad,5.59,12
2023-05-03,Coffee,10.36,8
2023-05-03,Pizza,13.55,7
2023-05-03,Pasta,6.97,5
2023-05-03,Taco,11.17,11
2023-05-04,Sushi,8.03,11
2023-05-04,Sandwich,11.75,17
2023-05-04,Burger,7.61,8
2023-05-04,Special_1_B,7.43,11
2023-05-04,Pizza,6.99,15
2023-05-04,Juice,7.25,6
2023-05-04,Pasta,8.38,13
2023-05-04,Pasta,9.44,8
2023-05-04,Soup,8.14,6
2023-05-04,Juice,7.38,6
2023-05-04,Sandwich,10.6,7
2023-05-04,Sushi,9.47,13
2023-05-04,Taco,9.24,6
2023-05-04,Juice,9.98,9
2023-05-04,Soup,4.22,12
2023-05-04,Pasta,7.06,14
2023-05-04,Special_3_A,6.52,16
2023-05-04,Special_3_B,9.43,10
2023-05-04,Salad,9.82,10
2023-05-04,Coffee,12.22,10
2023-05-04,Pasta,5.95,20
2023-05-04,Special_4_B,9.86,14
2023-05-04,Taco,2.41,8
2023-05-04,Sandwich,4.59,8
2023-05-04,Pizza,8.0,15
2023-05-04,Burger,12.15,13
2023-05-04,Juice,10.03,9
2023-05-04,Soup,4.88,14
2023-05-04,Salad,6.19,3
2023-05-04,Sandwich,14.76,15
2023-05-04,Coffee,5.81,16
2023-05-04,Special_5_B,3.45,7
2023-05-04,Pasta,5.85,8
2023-05-04,Taco,10.89,15
2023-05-04,Sushi,4.03,13
2023-05-04,Coffee,11.02,8
2023-05-04,Pizza,10.84,5
2023-05-05,Juice,8.18,13
2023-05-05,Pasta,7.31,20
2023-05-05,Sushi,8.67,26
2023-05-05,Special_1_B,8.27,12
2023-05-05,Burger,7.58,9
2023-05-05,Special_2_B,11.34,7
2023-05-05,Coffee,11.19,19
2023-05-05,Burger,5.29,18
2023-05-05,Taco,12.22,21
2023-05-05,Salad,9.34,10
2023-05-05,Special_2_A,6.87,20
2023-05-05,Sandwich,11.36,9
2023-05-05,Pizza,8.37,13
2023-05-05,Special_3_B,10.0,6
2023-05-05,Pasta,6.47,18
2023-05-05,Burger,7.71,18
2023-05-05,Juice,9.66,9
2023-05-05,Soup,3.88,6
2023-05-05,Coffee,10.43,11
2023-05-05,Special_3_A,5.41,9
2023-05-05,Pizza,9.08,7
2023-05-05,Taco,2.15,12
2023-05-05,Soup,10.4,13
2023-05-05,Sushi,9.39,13
2023-05-05,Salad,5.3,7
2023-05-05,Pasta,6.31,20
2023-05-05,Sandwich,4.19,14
2023-05-05,Salad,5.33,15
2023-05-05,Special_5_A,17.25,3
2023-05-05,Burger,10.88,18
2023-05-05,Pasta,7.16,13
2023-05-05,Coffee,6.74,8
2023-05-05,Juice,5.8,10
2023-05-05,Coffee,9.12,10
2023-05-05,Sushi,3.91,15
2023-05-05,Special_6_A,8.92,8
2023-05-06,Juice,8.35,14
2023-05-06,Burger,8.01,13
2023-05-06,Sushi,9.45,22
2023-05-06,Special_1_B,7.16,14
2023-05-06,Special_1_A,9.87,13
2023-05-06,Soup,12.25,21
2023-05-06,Soup,7.73,19
2023-05-06,Pizza,9.15,26
2023-05-06,Juice,7.9,15
2023-05-06,Taco,11.31,25
2023-05-06,Salad,10.19,7
2023-05-06,Sushi,9.66,18
2023-05-06,Special_2_A,6.87,17
2023-05-06,Coffee,11.87,19
2023-05-06,Special_2_B,11.6,13
2023-05-06,Taco,8.55,8
2023-05-06,Burger,5.89,18
2023-05-06,Special_3_A,6.14,19
2023-05-06,Soup,4.9,9
2023-05-06,Pasta,7.38,20
2023-05-06,Coffee,9.22,17
2023-05-06,Juice,9.93,13
2023-05-06,Taco,2.41,15
2023-05-06,Sushi,8.13,10
2023-05-06,Soup,9.12,16
2023-05-06,Special_4_B,8.57,17
2023-05-06,Salad,6.06,8
2023-05-06,Sushi,14.52,19
2023-05-06,Special_5_A,15.92,8
2023-05-06,Burger,11.89,16
2023-05-06,Salad,6.71,16
2023-05-06,Pasta,6.73,8
2023-05-06,Pasta,5.31,13
2023-05-06,Coffee,10.37,8
2023-05-06,Sushi,4.0,21
2023-05-06,Special_6_B,12.75,25
2023-05-07,Pizza,7.38,14
2023-05-07,Pasta,6.95,18
2023-05-07,Special_1_B,7.24,15
2023-05-07,Soup,12.18,21
2023-05-07,Sushi,8.18,13
2023-05-07,Burger,8.54,17
2023-05-07,Juice,7.32,19
2023-05-07,Sandwich,10.88,7
2023-05-07,Juice,6.34,10
2023-05-07,Soup,7.65,14
2023-05-07,Special_2_B,11.9,7
2023-05-07,Special_2_A,6.56,39
2023-05-07,Coffee,9.97,22
2023-05-07,Pizza,9.88,23
2023-05-07,Pasta,5.7,21
2023-05-07,Sushi,8.33,16
2023-05-07,Juice,6.54,8
2023-05-07,Coffee,11.5,15
2023-05-07,Special_3_A,5.27,16
2023-05-07,Burger,6.52,20
2023-05-07,Soup,8.48,8
2023-05-07,Sandwich,4.51,9
2023-05-07,Pasta,5.2,16
2023-05-07,Special_4_B,10.69,18
2023-05-07,Taco,2.39,18
2023-05-07,Sushi,8.63,18
2023-05-07,Salad,5.65,8
2023-05-07,Special_4_A,8.13,11
2023-05-07,Taco,5.96,7
2023-05-07,Coffee,6.59,14
2023-05-07,Salad,6.11,11
2023-05-07,Sandwich,13.39,27
2023-05-07,Soup,4.61,15
2023-05-07,Special_5_A,16.75,12
2023-05-07,Sushi,12.92,18
2023-05-07,Special_5_B,3.19,9
2023-05-07,Pasta,5.51,6
2023-05-07,Special_6_A,10.11,15
2023-05-07,Special_6_B,11.56,17
2023-05-07,Taco,10.46,18
2023-05-07,Juice,7.37,12
2023-05-07,Coffee,10.95,14
2023-05-07,Pizza,12.07,11
2023-05-07,Salad,5.0,11
2023-05-07,Sushi,3.85,19
2023-05-08,Sushi,9.62,8
2023-05-08,Special_1_A,7.9,16
2023-05-08,Pizza,6.61,5
2023-05-08,Sandwich,11.13,17
2023-05-08,Special_1_B,7.5,8
2023-05-08,Juice,8.27,7
2023-05-08,Special_2_A,6.65,20
2023-05-08,Salad,9.66,11
2023-05-08,Soup,7.51,9
2023-05-08,Burger,5.57,10
2023-05-08,Sushi,9.7,7
2023-05-08,Pasta,7.61,11
2023-05-08,Soup,3.79,12
2023-05-08,Burger,6.19,9
2023-05-08,Salad,10.55,8
2023-05-08,Juice,8.94,11
2023-05-08,Special_3_A,6.19,7
2023-05-08,Sushi,7.58,6
2023-05-08,Special_4_A,8.93,9
2023-05-08,Salad,6.0,9
2023-05-08,Pizza,9.74,13
2023-05-08,Pasta,5.95,12
2023-05-08,Special_4_B,9.31,8
2023-05-08,Sandwich,3.96,5
2023-05-08,Pasta,6.75,13
2023-05-08,Sushi,13.94,11
2023-05-08,Sandwich,13.15,22
2023-05-08,Taco,6.2,13
2023-05-08,Special_5_A,19.11,9
2023-05-08,Burger,11.94,11
2023-05-08,Salad,6.15,5
2023-05-08,Juice,9.12,8
2023-05-08,Special_5_B,3.38,10
2023-05-08,Pasta,5.58,12
2023-05-08,Pizza,14.41,10
2023-05-08,Coffee,11.17,7
2023-05-08,Sushi,3.2,11
2023-05-08,Special_6_B,12.98,12
2023-05-08,Special_6_A,10.01,3
2023-05-08,Salad,5.47,5
2023-05-08,Taco,8.18,18
2023-05-08,Juice,7.25,13
2023-05-09,Pizza,9.12,17
2023-05-09,Juice,7.75,13
2023-05-09,Soup,13.32,9
2023-05-09,Special_1_B,6.98,10
2023-05-09,Special_1_A,8.87,9
2023-05-09,Special_2_A,6.91,12
2023-05-09,Pizza,8.75,16
2023-05-09,Coffee,9.99,18
2023-05-09,Salad,10.6,7
2023-05-09,Taco,8.39,13
2023-05-09,Coffee,9.85,7
2023-05-09,Pasta,6.33,10
2023-05-09,Salad,8.98,11
2023-05-09,Juice,8.77,4
2023-05-09,Taco,2.16,18
2023-05-09,Salad,6.04,11
2023-05-09,Sandwich,3.7,9
2023-05-09,Special_4_B,10.28,14
2023-05-09,Sushi,14.26,13
2023-05-09,Sandwich,14.57,12
2023-05-09,Coffee,5.25,14
2023-05-09,Pasta,6.37,10
2023-05-09,Soup,5.17,13
2023-05-09,Pasta,6.66,13
2023-05-09,Coffee,11.88,6
2023-05-09,Juice,7.07,4
2023-05-09,Special_6_A,8.92,8
2023-05-09,Salad,5.05,1
2023-05-09,Special_6_B,10.85,12
2023-05-09,Taco,10.56,10
2023-05-09,Pizza,15.26,9
2023-05-10,Special_1_A,10.06,10
2023-05-10,Special_1_B,7.74,11
2023-05-10,Pasta,7.0,19
2023-05-10,Burger,7.88,4
2023-05-10,Juice,8.49,11
2023-05-10,Sushi,6.6,13
2023-05-10,Soup,13.8,14
2023-05-10,Sandwich,11.02,15
2023-05-10,Salad,8.74,7
2023-05-10,Soup,8.92,12
2023-05-10,Special_2_B,12.18,9
2023-05-10,Juice,6.65,8
2023-05-10,Special_2_A,6.6,13
2023-05-10,Taco,9.47,15
2023-05-10,Sandwich,10.29,7
2023-05-10,Coffee,10.86,4
2023-05-10,Pasta,6.24,1
2023-05-10,Sushi,11.06,9
2023-05-10,Burger,5.97,10
2023-05-10,Special_3_A,6.55,12
2023-05-10,Taco,8.41,8
2023-05-10,Juice,6.93,11
2023-05-10,Special_3_B,9.53,6
2023-05-10,Special_4_A,8.54,9
2023-05-10,Sushi,8.12,7
2023-05-10,Salad,5.82,6
2023-05-10,Special_4_B,10.14,11
2023-05-10,Special_5_B,2.96,9
2023-05-10,Salad,5.59,11
2023-05-10,Juice,9.08,7
2023-05-10,Pasta,5.79,16
2023-05-10,Taco,5.84,8
2023-05-10,Sandwich,14.8,15
2023-05-10,Coffee,6.39,5
2023-05-10,Soup,4.78,13
2023-05-10,Special_5_A,16.92,8
2023-05-10,Coffee,10.43,9
2023-05-10,Pasta,5.14,10
2023-05-10,Taco,11.17,13
2023-05-10,Salad,5.15,7
2023-05-11,Special_1_B,7.98,11
2023-05-11,Special_1_A,9.01,7
2023-05-11,Burger,8.92,12
2023-05-11,Pizza,6.67,15
2023-05-11,Sushi,9.02,23
2023-05-11,Juice,8.36,14
2023-05-11,Sandwich,11.38,14
2023-05-11,Burger,4.45,12
2023-05-11,Sandwich,10.08,10
2023-05-11,Pizza,9.77,15
2023-05-11,Pasta,9.74,9
2023-05-11,Salad,11.46,13
2023-05-11,Taco,8.56,15
2023-05-11,Juice,8.35,9
2023-05-11,Sushi,9.31,16
2023-05-11,Coffee,10.77,7
2023-05-11,Soup,4.2,15
2023-05-11,Salad,6.02,9
2023-05-11,Special_4_A,9.98,14
2023-05-11,Pizza,8.36,16
2023-05-11,Soup,9.79,8
2023-05-11,Sandwich,3.89,6
2023-05-11,Special_4_B,9.23,9
2023-05-11,Sushi,8.84,5
2023-05-11,Taco,2.11,14
2023-05-11,Special_5_A,18.76,4
2023-05-11,Sandwich,12.96,9
2023-05-11,Coffee,5.85,11
2023-05-11,Soup,4.47,12
2023-05-11,Sushi,12.85,11
2023-05-11,Coffee,9.97,5
2023-05-11,Pizza,12.17,7
2023-05-11,Sushi,3.44,17
2023-05-11,Special_6_A,9.16,5
2023-05-12,Sandwich,12.62,19
2023-05-12,Special_1_A,8.95,14
2023-05-12,Pizza,7.39,5
2023-05-12,Juice,8.18,10
2023-05-12,Burger,8.57,7
2023-05-12,Soup,11.66,17
2023-05-12,Pasta,7.93,11
2023-05-12,Special_1_B,6.69,8
2023-05-12,Pizza,9.36,17
2023-05-12,Pasta,9.75,9
2023-05-12,Juice,7.32,13
2023-05-12,Sandwich,10.42,6
2023-05-12,Sushi,8.77,9
2023-05-12,Salad,10.9,13
2023-05-12,Special_3_B,9.23,4
2023-05-12,Soup,4.71,11
2023-05-12,Sandwich,4.43,10
2023-05-12,Taco,2.07,17
2023-05-12,Soup,8.21,13
2023-05-12,Pasta,6.22,13
2023-05-12,Pasta,6.7,13
2023-05-12,Special_5_B,2.81,14
2023-05-12,Burger,12.45,13
2023-05-12,Special_5_A,16.16,5
2023-05-12,Juice,8.72,7
2023-05-12,Soup,5.04,15
2023-05-12,Sandwich,12.96,10
2023-05-12,Coffee,5.85,14
2023-05-12,Special_6_A,8.67,11
2023-05-12,Special_6_B,11.99,13
2023-05-12,Pasta,5.13,9
2023-05-12,Sushi,3.45,22
2023-05-12,Taco,12.76,20
2023-05-13,Burger,8.62,9
2023-05-13,Sandwich,10.17,13
2023-05-13,Soup,10.95,20
2023-05-13,Pizza,8.43,19
2023-05-13,Juice,6.49,8
2023-05-13,Special_2_A,7.13,24
2023-05-13,Pizza,9.54,16
2023-05-13,Sushi,11.68,24
2023-05-13,Soup,9.45,15
2023-05-13,Special_2_B,11.13,14
2023-05-13,Taco,11.88,23
2023-05-13,Burger,4.82,15
2023-05-13,Salad,8.93,9
2023-05-13,Special_3_A,5.44,15
2023-05-13,Juice,8.39,9
2023-05-13,Taco,8.72,14
2023-05-13,Salad,10.58,6
2023-05-13,Soup,4.95,14
2023-05-13,Burger,6.69,14
2023-05-13,Pasta,6.26,13
2023-05-13,Special_3_B,8.92,5
2023-05-13,Sandwich,3.87,20
2023-05-13,Special_4_A,7.62,19
2023-05-13,Sushi,8.11,10
2023-05-13,Soup,10.33,14
2023-05-13,Pasta,5.9,29
2023-05-13,Salad,6.08,12
2023-05-13,Pizza,8.15,12
2023-05-13,Taco,6.59,17
2023-05-13,Coffee,6.17,9
2023-05-13,Salad,6.42,12
2023-05-13,Pasta,7.21,11
2023-05-13,Coffee,11.92,8
2023-05-13,Special_6_A,9.03,13
2023-05-13,Special_6_B,12.73,17
2023-05-13,Salad,4.95,6
2023-05-13,Pasta,5.91,10
2023-05-13,Sushi,3.61,21
2023-05-13,Juice,6.71,5
2023-05-13,Taco,11.77,23
2023-05-14,Pizza,7.49,18
2023-05-14,Burger,8.58,9
2023-05-14,Sushi,7.51,14
2023-05-14,Soup,12.53,12
2023-05-14,Soup,7.69,19
2023-05-14,Juice,7.39,10
2023-05-14,Pasta,9.22,12
2023-05-14,Special_2_A,7.37,20
2023-05-14,Taco,7.71,18
2023-05-14,Salad,10.74,9
2023-05-14,Coffee,11.64,12
2023-05-14,Burger,6.72,13
2023-05-14,Special_3_A,5.67,10
2023-05-14,Pasta,6.88,10
2023-05-14,Special_3_B,10.72,4
2023-05-14,Special_4_A,8.3,18
2023-05-14,Special_4_B,8.96,17
2023-05-14,Sushi,8.52,9
2023-05-14,Taco,2.12,19
2023-05-14,Sushi,16.04,8
2023-05-14,Salad,5.55,10
2023-05-14,Juice,9.78,14
2023-05-14,Burger,13.02,17
2023-05-14,Special_5_A,17.92,8
2023-05-14,Taco,5.7,11
2023-05-14,Pasta,6.1,12
2023-05-14,Special_5_B,2.97,11
2023-05-14,Sandwich,13.17,15
2023-05-14,Juice,7.31,11
2023-05-14,Salad,5.1,5
2023-05-14,Pizza,10.85,7
2023-05-14,Pasta,4.96,11
2023-05-15,Burger,6.86,11
2023-05-15,Special_1_A,8.54,8
2023-05-15,Pizza,7.3,9
2023-05-15,Pasta,8.64,16
2023-05-15,Juice,8.55,11
2023-05-15,Taco,12.79,12
2023-05-15,Sushi,11.8,24
2023-05-15,Salad,10.38,9
2023-05-15,Special_2_B,11.88,11
2023-05-15,Soup,9.24,14
2023-05-15,Pizza,9.42,15
2023-05-15,Burger,5.16,11
2023-05-15,Pasta,10.08,5
2023-05-15,Sandwich,10.91,10
2023-05-15,Pasta,5.94,6
2023-05-15,Salad,9.13,13
2023-05-15,Special_3_B,8.97,2
2023-05-15,Coffee,9.89,8
2023-05-15,Taco,7.81,12
2023-05-15,Burger,6.99,8
2023-05-15,Sushi,9.58,11
2023-05-15,Juice,9.55,8
2023-05-15,Soup,4.73,9
2023-05-15,Sandwich,3.94,12
2023-05-15,Pasta,6.28,16
2023-05-15,Soup,10.08,6
2023-05-15,Special_4_B,9.06,9
2023-05-15,Salad,6.16,8
2023-05-15,Special_4_A,8.18,11
2023-05-15,Taco,2.55,12
2023-05-15,Salad,5.65,7
2023-05-15,Soup,4.89,16
2023-05-15,Sandwich,13.97,9
2023-05-15,Sushi,14.02,9
2023-05-15,Coffee,5.6,14
2023-05-15,Special_5_A,14.41,11
2023-05-15,Special_6_B,11.25,13
2023-05-15,Sushi,3.08,15
2023-05-15,Special_6_A,9.92,10
2023-05-15,Pizza,13.52,11
2023-05-16,Burger,8.17,3
2023-05-16,Soup,13.22,19
2023-05-16,Pasta,8.04,16
2023-05-16,Special_1_A,8.39,14
2023-05-16,Sandwich,10.31,17
2023-05-16,Pizza,7.47,10
2023-05-16,Pizza,9.71,14
2023-05-16,Special_2_A,5.36,13
2023-05-16,Special_2_B,13.33,9
2023-05-16,Sushi,12.43,20
2023-05-16,Taco,12.51,12
2023-05-16,Juice,6.58,8
2023-05-16,Burger,5.6,12
2023-05-16,Pasta,11.27,12
2023-05-16,Coffee,10.4,14
2023-05-16,Special_3_A,5.66,8
2023-05-16,Salad,12.66,9
2023-05-16,Taco,8.96,13
2023-05-16,Soup,5.2,15
2023-05-16,Special_3_B,9.31,4
2023-05-16,Pasta,6.12,12
2023-05-16,Pasta,6.92,20
2023-05-16,Pizza,9.63,10
2023-05-16,Special_4_A,8.76,13
2023-05-16,Sushi,7.24,13
2023-05-16,Taco,2.31,4
2023-05-16,Special_4_B,9.21,8
2023-05-16,Sandwich,4.02,10
2023-05-16,Soup,9.49,7
2023-05-16,Salad,5.84,9
2023-05-16,Salad,5.64,8
2023-05-16,Special_5_A,17.85,9
2023-05-16,Sandwich,13.78,15
2023-05-16,Pasta,7.31,18
2023-05-16,Burger,11.44,12
2023-05-16,Sushi,13.26,9
2023-05-16,Soup,4.76,13
2023-05-16,Coffee,6.92,7
2023-05-16,Taco,6.55,19
2023-05-16,Special_6_B,12.35,11
2023-05-16,Pizza,13.25,10
2023-05-16,Salad,4.76,3
2023-05-16,Coffee,8.63,9
2023-05-16,Juice,6.98,11
2023-05-16,Special_6_A,10.75,7
2023-05-16,Taco,10.58,17
2023-05-16,Pasta,5.79,11
2023-05-16,Sushi,3.0,14
2023-05-17,Sandwich,10.02,9
2023-05-17,Sushi,8.75,7
2023-05-17,Pasta,8.04,12
2023-05-17,Soup,12.57,14
2023-05-17,Special_1_A,8.67,10
2023-05-17,Special_1_B,7.92,12
2023-05-17,Burger,7.02,9
2023-05-17,Pizza,6.44,11
2023-05-17,Sushi,12.51,16
2023-05-17,Special_2_A,5.98,17
2023-05-17,Pasta,9.02,16
2023-05-17,Taco,13.29,20
